                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,unique,pop_2023,pop_2020,pop_estimate_2021,pop_over_500k_2021,home_2023,img_rate,imgrate10,immigration_2020,poverty_2020,pov_over_10,violent_crime_rate_2019,vcrime10,ESTIMATESBASE2020,pop_estimate_2020,pop_estimate_2021,NPOPCHG2020,NPOPCHG2021,births_2020,births_2021,deaths_2020,deaths_2021,NATURALCHG2020,NATURALCHG2021,int_mig_2020,INTERNATIONALMIG2021,DOMESTICMIG2020,DOMESTICMIG2021,NETMIG2020,NETMIG2021,shrinking,RESIDUAL2020,RESIDUAL2021,total_pop,total_male_pop,total_female_pop,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
346,"Toledo, OH MSA","600,141","606,240",644217,1,174.1,0.04,0,"21,503",16.3,1,3026,1,646604,645819,644217,-785,-1602,1756,7062,2039,8137,-283,-1075,7,298,-498,-929,-491,-631,1,-11,104,"606,241","296,767",309474,237492,244653,43911,48764,1136,1214,5000,5434,179,144,9049,9265,246038,253372,50100,55204,3256,3520,6755,7160,392,371,274583,287409,219139,226735,42229,46896,603,637,4836,5270,104,82,7672,7789,226410,234086,47461,52302,2253,2416,6385,6764,260,241,22184,22065,18353,17918,1682,1868,533,577,164,164,75,62,1377,1476,19628,19286,2639,2902,1003,1104,370,396,132,130
347,"Topeka, KS MSA","232,322","233,152",232670,0,190.3,0.04,0,"8,333",10.7,1,1143,1,233152,232747,232670,-405,-77,640,2560,728,2894,-88,-334,0,39,-307,176,-307,215,0,-10,42,"233,139","114,667",118472,98692,101831,7924,7995,1978,2099,1385,1656,126,130,4562,4761,102879,106189,10595,10757,3853,4097,2082,2361,280,281,101649,105663,87950,91479,7225,7183,1324,1468,1328,1574,99,109,3723,3850,91390,95026,9426,9428,2746,2999,1902,2160,212,220,13018,12809,10742,10352,699,812,654,631,57,82,27,21,839,911,11489,11163,1169,1329,1107,1098,180,201,68,61
348,"Traverse City, MI MSA","156,371","153,448",,,,0.02,0,"2,911",10.4,1,,0,,,,,,,,,,,,,,,,,,0,,,"153,456","76,244",77212,72361,73383,703,500,1178,1214,469,626,56,62,1477,1427,73743,74727,1241,1006,1881,1950,784,896,111,113,73787,74958,70383,71559,643,458,958,1030,449,606,38,49,1316,1256,71619,72741,1116,903,1570,1664,741,857,86,96,2457,2254,1978,1824,60,42,220,184,20,20,18,13,161,171,2124,1986,125,103,311,286,43,39,25,17
349,"Trenton-Princeton, NJ","381,671","387,340",385898,0,,0.24,1,"94,353",11.1,1,1277,1,387340,386759,385898,-581,-861,955,3876,806,3620,149,256,35,634,-772,-1820,-737,-1186,1,7,69,"387,328","191,737",195591,122200,122383,39754,43210,1550,1384,22813,23239,524,449,4896,4926,126335,126475,42499,46013,2603,2440,24811,25244,847,804,147667,155544,86551,90223,34864,38492,296,308,22415,22808,106,107,3435,3606,89380,93123,36565,40352,903,986,24153,24574,365,410,44070,40047,35649,32160,4890,4718,1254,1076,398,431,418,342,1461,1320,36955,33352,5934,5661,1700,1454,658,670,482,394
350,"Tucson, AZ MSA","1,063,162","1,043,433",1052030,1,377.1,0.12,1,"127,434",15.9,1,4685,1,1043433,1045599,1052030,2166,6431,2414,9925,2939,12448,-525,-2523,79,756,2656,8101,2735,8857,0,-44,97,"1,043,435","516,121",527314,434137,446323,24885,20897,22268,23042,16994,19187,1231,1279,16606,16586,449127,461332,31189,27172,28267,29107,23312,25440,2290,2333,332521,338001,271829,278320,20991,16795,12616,13582,15443,17582,828,740,10814,10982,281593,288273,25364,21203,15659,16802,19989,22099,1526,1472,183600,189313,162308,168003,3894,4102,9652,9460,1551,1605,403,539,5792,5604,167534,173059,5825,5969,12608,12305,3323,3341,764,861
351,"Tulsa, OK MSA","1,044,757","1,015,331",1023988,1,254.3,0.07,0,"69,206",13.6,1,5286,1,1015331,1016589,1023988,1258,7399,2971,12126,2844,12050,127,76,13,450,1116,6757,1129,7207,0,2,116,"1,015,338","501,676",513662,365384,371270,41432,44576,45673,46461,13890,14516,770,781,34527,36058,396951,404128,50674,54117,71968,74271,17393,18068,1361,1396,440145,456443,314844,324652,39323,42539,40641,41809,13532,14131,598,595,31207,32717,343407,354496,47591,51156,64344,66986,16681,17323,1090,1117,61531,57219,50540,46618,2109,2037,5032,4652,358,385,172,186,3320,3341,53544,49632,3083,2961,7624,7285,712,745,271,279
352,"Tuscaloosa, AL MSA","278,290","268,674",268191,0,,0.03,0,"9,147",18.9,1,,0,268674,268711,268191,37,-520,732,2958,649,2931,83,27,-5,69,-44,-669,-49,-600,1,3,53,"268,686","130,285",138401,81743,82103,44111,52036,581,409,2014,1963,140,121,1696,1769,83289,83676,45038,53041,1099,942,2490,2457,216,224,122989,132097,75552,76770,43678,51557,281,279,1915,1871,42,45,1521,1575,76947,78185,44504,52459,726,717,2349,2311,96,123,7296,6304,6191,5333,433,479,300,130,99,92,98,76,175,194,6342,5491,534,582,373,225,141,146,120,101
353,"Twin Falls, ID MSA","120,635","114,283",116905,0,,0.10,1,"11,711",14.5,1,321,0,114283,114501,116905,218,2404,377,1430,346,1162,31,268,0,89,183,2057,183,2146,0,4,-10,114291,57169,57122,53794,53398,526,542,916,857,754,1008,139,148,1040,1169,54801,54520,713,753,1451,1468,1063,1354,212,237,44292,45604,42031,42911,395,442,315,339,660,934,103,113,788,865,42796,43746,540,603,683,742,920,1224,157,183,12877,11518,11763,10487,131,100,601,518,94,74,36,35,252,304,12005,10774,173,150,768,726,143,130,55,54
354,"Tyler, TX MSA","245,209","233,479",237186,0,317.9,0.09,0,"20,505",14,1,773,0,233479,234063,237186,584,3123,682,2801,642,2589,40,212,0,24,545,2886,545,2910,0,-1,1,"233,484","113,393",120091,88759,92372,19562,22299,1009,1016,1840,2069,82,151,2141,2184,90712,94359,20755,23519,1634,1668,2319,2565,204,251,89330,96899,66558,71004,18879,21608,379,381,1714,1963,51,115,1749,1828,68157,72660,19880,22668,838,878,2132,2402,146,195,24063,23192,22201,21368,683,691,630,635,126,106,31,36,392,356,22555,21699,875,851,796,790,187,163,58,56
357,"Urban Honolulu, HI MSA","989,408","1,016,508",1000890,1,1055.9,0.19,1,"195,845",,,2638,1,1016508,1013227,1000890,-3281,-12337,2884,11366,2559,9898,325,1468,23,652,-3603,-14338,-3580,-13686,1,-26,-119,"1,016,507","515,020",501487,121395,93664,17589,11287,1692,1385,203014,231867,51607,49738,119723,113546,210642,178727,25609,18070,11337,10611,302024,326328,132534,127388,466837,457193,103103,78731,16225,10159,951,815,197598,226101,48435,46743,100525,94644,177655,149440,22757,15514,7854,7335,280548,304695,115495,110736,48183,44294,18292,14933,1364,1128,741,570,5416,5766,3172,2995,19198,18902,32987,29287,2852,2556,3483,3276,21476,21633,17039,16652
358,"Utica-Rome, NY","287,039","292,264",290211,0,,0.07,0,"21,655",14.1,1,784,0,292264,291702,290211,-562,-1491,714,2992,956,3753,-242,-761,4,147,-310,-913,-306,-766,1,-14,36,"292,257","146,012",146245,127499,129520,9701,7512,548,512,4871,5241,146,141,3247,3319,130523,132585,11784,9687,1152,1156,5621,6006,284,262,137287,138337,121072,123750,8382,6279,338,342,4757,5110,54,54,2684,2802,123564,126330,10055,8061,814,867,5461,5829,171,163,8725,7908,6427,5770,1319,1233,210,170,114,131,92,87,563,517,6959,6255,1729,1626,338,289,160,177,113,99
359,"Valdosta, GA MSA","151,118","148,126",149152,0,,0.03,0,"5,151",23.1,1,,0,148126,148160,149152,34,992,430,1935,407,1543,23,392,3,39,2,534,5,573,0,6,27,"148,135","72,016",76119,43666,44229,24933,27994,431,443,1245,1511,142,111,1599,1831,45057,45789,25839,29095,859,958,1747,2105,250,211,66693,70995,39496,40248,24387,27419,232,262,1154,1446,72,57,1352,1563,40677,41575,25142,28350,558,668,1613,1982,160,136,5323,5124,4170,3981,546,575,199,181,91,65,70,54,247,268,4380,4214,697,745,301,290,134,123,90,75
360,"Vallejo, CA MSA","449,218",453491,451716,0,,0.20,1,"88,613",9.08,0,2114,1,453491,453274,451716,-217,-1558,1260,4957,976,4157,284,800,6,73,-505,-2495,-499,-2422,1,-2,64,453491,226719,226772,136684,131978,33299,32890,3051,2921,34398,39857,2455,2361,16832,16765,150773,145916,40111,39691,6753,6743,43607,48954,4929,4908,161000,164391,82611,81283,30721,30158,994,931,32272,37640,1985,1909,12417,12470,92866,91499,35811,35312,3009,3104,39561,44856,3814,3821,65719,62381,54073,50695,2578,2732,2057,1990,2126,2217,470,452,4415,4295,57907,54417,4300,4379,3744,3639,4046,4098,1115,1087
361,"Victoria, TX MSA","98,808","98,331",98127,0,,0.06,0,"6,172",15.4,1,463,0,98331,98241,98127,-90,-114,294,1304,293,1121,1,183,0,17,-91,-322,-91,-305,1,0,8,98338,48516,49822,43265,44552,3283,3242,483,406,625,750,44,35,816,837,44026,45316,3727,3714,750,662,775,903,86,78,26043,27047,21930,22835,2866,2837,131,139,552,669,12,13,552,554,22445,23341,3184,3166,284,285,663,779,41,40,22473,22775,21335,21717,417,405,352,267,73,81,32,22,264,283,21581,21975,543,548,466,377,112,124,45,38
362,"Vineland, NJ MSA","152,326","154,152",153627,0,,0.11,1,"16,698",16,1,631,0,154152,153848,153627,-304,-221,458,1719,414,1690,44,29,9,20,-361,-304,-352,-284,1,4,34,154160,79094,75066,55132,55030,19020,15180,1355,1274,1087,1104,134,157,2366,2321,57040,56891,20714,16872,2121,2031,1489,1469,238,279,51498,49684,32719,34132,15810,12402,466,487,878,982,21,29,1604,1652,33948,35411,16936,13577,997,1033,1205,1291,93,127,27596,25382,22413,20898,3210,2778,889,787,209,122,113,128,762,669,23092,21480,3778,3295,1124,998,284,178,145,152
363,"Virginia Beach-Norfolk-Newport News, VA-NC","1,787,169","1,780,059",1803328,1,,0.07,0,"120,619",10.6,1,6157,1,1799674,1800081,1803328,407,3247,5197,20722,4499,18381,698,2341,18,1208,-327,-321,-309,887,0,18,19,1780062,875697,904365,535883,525826,264237,296478,4857,4444,34868,40881,1478,1564,34374,35172,565631,555795,283824,317173,12966,13258,48349,54340,3275,3371,806196,839320,485645,480244,253447,285087,3114,2974,33364,39378,1063,1175,29563,30462,511202,506142,270161,302916,9253,9903,45581,51638,2547,2651,69501,65045,50238,45582,10790,11391,1743,1470,1504,1503,415,389,4811,4710,54429,49653,13663,14257,3713,3355,2768,2702,728,720
364,"Visalia, CA MSA","479,468","473,117",477054,0,,0.22,1,"104,458",21.8,1,1692,1,473117,473736,477054,619,3318,1642,6584,976,3890,666,2694,-20,-157,-56,667,-76,510,0,29,114,473116,237164,235952,208431,207131,5475,5211,6680,6556,9527,10110,603,602,6448,6342,214368,212960,7158,6876,9574,9453,11988,12457,1167,1195,79918,83282,63670,66545,3266,2864,1586,1735,7717,8403,251,219,3428,3516,66813,69770,4281,3909,2644,2903,9334,9997,580,582,157246,152670,144761,140586,2209,2347,5094,4821,1810,1707,352,383,3020,2826,147555,143190,2877,2967,6930,6550,2654,2460,587,613
365,"Waco, TX MSA","304,865",295782,280428,0,,0.08,0,"23,248",18.9,1,1166,1,277547,277984,280428,437,2444,831,3344,729,2903,102,441,-1,84,332,1879,331,1963,0,4,40,"295,788","144,617",151171,116747,120005,20593,23350,1655,1648,2349,2659,182,174,3091,3335,119617,123084,22231,25155,2516,2566,3173,3559,338,350,106102,113773,81788,86221,19209,21903,508,529,2128,2441,83,82,2386,2597,84018,88616,20518,23350,1082,1162,2818,3184,184,211,38515,37398,34959,33784,1384,1447,1147,1119,221,218,99,92,705,738,35599,34468,1713,1805,1434,1404,355,375,154,139
366,"Walla Walla, WA MSA","61,568","62,584",62682,0,,0.10,0,"6,217",11.4,1,145,0,62584,62574,62682,-10,108,133,576,183,700,-50,-124,5,55,37,167,42,222,0,-2,10,"62,585","31,929",30656,28861,28195,1014,350,499,427,504,686,146,90,905,908,29661,29012,1263,604,853,793,848,1013,256,175,24654,23745,22153,21812,908,261,283,203,456,647,125,77,729,745,22793,22488,1104,469,533,480,757,935,224,145,7275,6911,6708,6383,106,89,216,224,48,39,21,13,176,163,6868,6524,159,135,320,313,91,78,32,30
367,"Warner Robins, GA MSA","200,779","191,614",195246,0,258.4,0.06,0,"11,616",12.9,1,765,0,191614,192277,195246,663,2969,555,2255,490,1898,65,357,2,24,589,2593,591,2617,0,7,-5,"191,628","92,880",98748,55912,56355,31094,35845,446,391,2430,3056,201,161,2797,2940,58376,58924,32687,37577,1118,1126,3457,4139,337,290,85517,91825,49965,50824,30428,35134,256,228,2337,2967,80,88,2451,2584,52128,53070,31806,36651,780,813,3291,3957,189,191,7363,6923,5947,5531,666,711,190,163,93,89,121,73,346,356,6248,5854,881,926,338,313,166,182,148,99
368,"Washington-Arlington-Alexandria, DC-VA-MD-WV","6,304,975","6,278,542",6356434,1,,0.23,1,"1,469,818",7.57,0,7480,1,6385162,6385714,6356434,552,-29280,18327,72970,10898,47450,7429,25520,930,12600,-8057,-66811,-7127,-54211,1,250,-589,"6,278,594","3,089,487",3189107,1823330,1797027,796485,886090,25970,23555,328257,363278,4612,4450,110833,114707,1920612,1896306,851045,945483,50001,50111,380591,415715,9522,9497,2529065,2660199,1356526,1359137,752781,841323,6273,6582,320732,356271,1750,1922,91003,94964,1436353,1441068,796000,889208,22547,25436,367331,402879,5614,5927,560422,528908,466804,437890,43704,44767,19697,16973,7525,7007,2862,2528,19830,19743,484259,455238,55045,56275,27454,24675,13260,12836,3908,3570
369,"Waterbury-Shelton, CT","456,128","450,376",,,,0.00,0,,8.92,0,,0,,,,,,,,,,,,,,,,,,0,,,"450,435","219,968",230467,173247,179913,29898,32918,1392,1307,9728,10414,249,252,5454,5663,178123,184940,33468,36708,2689,2722,11103,11777,421,418,179544,189355,140460,146794,25217,27856,402,404,9470,10161,82,82,3913,4058,143932,150353,27608,30396,1272,1360,10663,11348,211,217,40424,41112,32787,33119,4681,5062,990,903,258,253,167,170,1541,1605,34191,34587,5860,6312,1417,1362,440,429,210,201
370,"Waterloo-Cedar Falls, IA","168,162",168461,167796,0,,0.05,0,"9,189",13.5,1,,0,168461,168266,167796,-195,-470,515,1961,499,1967,16,-6,2,196,-209,-673,-207,-477,1,-4,13,"168,459","83,486",84973,72426,73846,6435,6721,301,308,2064,1842,309,289,1951,1967,74284,75737,7719,8006,677,667,2508,2294,375,361,79881,81530,69352,70939,6256,6552,146,165,2021,1791,291,273,1815,1810,71087,72695,7460,7746,461,454,2442,2218,350,336,3605,3443,3074,2907,179,169,155,143,43,51,18,16,136,157,3197,3042,259,260,216,213,66,76,25,25
371,"Watertown-Fort Drum, NY","114,787","116,721",116295,0,,0.05,0,"5,533",14.4,1,243,0,116721,116134,116295,-587,161,443,1666,267,1140,176,526,1,-22,-769,-358,-768,-380,1,5,15,"116,711","61,476",55235,53113,49240,4756,2774,449,333,1115,970,186,181,1857,1737,54835,50836,5766,3743,852,705,1694,1492,277,263,56817,51827,49498,46583,4201,2436,323,232,1022,903,125,133,1648,1540,51023,47996,5094,3277,653,546,1579,1405,205,207,4659,3408,3615,2657,555,338,126,101,93,67,61,48,209,197,3812,2840,672,466,199,159,115,87,72,56
372,"Wausau, WI MSA","138,612",138013,166189,0,,0.05,0,"6,242",8.87,0,360,0,166428,166328,166189,-100,-139,422,1670,443,1889,-21,-219,1,11,-72,46,-71,57,0,-8,23,"138,026","69,731",68295,62859,61885,824,509,402,415,4381,4307,33,32,1232,1147,64022,62961,1364,1003,745,772,4808,4700,97,85,67457,66146,60981,60067,756,454,292,314,4326,4276,20,20,1082,1015,62006,61023,1237,886,559,603,4724,4650,74,67,2274,2149,1878,1818,68,55,110,101,55,31,13,12,150,132,2016,1938,127,117,186,169,84,50,23,18
373,"Weirton-Steubenville, WV-OH","113,544","116,903",115585,0,,0.00,0,,15.3,1,179,0,116903,116595,115585,-308,-1010,300,1027,529,1883,-229,-856,0,13,-69,-182,-69,-169,1,-10,15,116892,57548,59344,53453,55354,2440,2278,144,150,253,341,17,19,1241,1202,54647,56497,3272,3074,457,465,409,501,56,51,56630,58395,52700,54629,2380,2214,120,105,247,325,14,18,1169,1104,53827,55683,3171,2941,405,387,390,476,50,45,918,949,753,725,60,64,24,45,6,16,3,1,72,98,820,814,101,133,52,78,19,25,6,6
374,"Wenatchee, WA","124,795","122,012",123342,0,,0.15,1,"17,723",14.5,1,128,0,122012,122183,123342,171,1159,333,1284,290,1213,43,71,6,36,126,1049,132,1085,0,-4,3,"122,014","61,951",60063,57416,55861,635,456,1370,1258,682,842,217,178,1631,1468,58919,57216,1016,796,2244,2043,1141,1236,344,306,42348,42925,39766,40328,359,259,471,447,510,680,129,102,1113,1109,40796,41357,621,514,996,996,875,1005,219,195,19603,17138,17650,15533,276,197,899,811,172,162,88,76,518,359,18123,15859,395,282,1248,1047,266,231,125,111
375,"Wheeling, WV-OH MSA","135,517","139,513",137740,0,,0.00,0,,13.4,1,,0,139513,138943,137740,-570,-1203,301,1219,585,2173,-284,-954,0,10,-275,-279,-275,-269,1,-11,20,"139,520","70,396",69124,65286,65832,3362,1373,160,134,370,477,21,11,1197,1297,66431,67071,4128,2217,491,498,531,641,61,51,69383,68345,64461,65188,3290,1322,137,120,368,470,14,9,1113,1236,65525,66374,4005,2134,434,456,521,625,50,46,1013,779,825,644,72,51,23,14,2,7,7,2,84,61,906,697,123,83,57,42,10,16,11,5
376,"Wichita Falls, TX MSA","149,947","148,128",647919,1,187.6,0.06,0,"8,723",16.6,1,479,0,647610,647921,647919,311,-2,1876,7804,1767,7092,109,712,22,300,175,-1110,197,-810,1,5,96,"148,136","76,169",71967,63356,60555,8099,6557,1042,1081,1342,1605,118,80,2212,2089,65368,62433,9159,7556,1701,1725,2036,2219,250,232,61787,59167,50557,49247,7621,6091,571,631,1250,1500,61,53,1727,1645,52136,50729,8454,6894,1033,1089,1832,2018,162,170,14382,12800,12799,11308,478,466,471,450,92,105,57,27,485,444,13232,11704,705,662,668,636,204,201,88,62
377,"Wichita, KS MSA","652,939","647,610",149013,0,216.2,0.07,0,"48,221",12.7,1,4985,1,148128,148348,149013,220,665,427,1740,411,1979,16,-239,15,58,187,824,202,882,0,2,22,"647,607","323,089",324518,268287,268572,26106,25547,4291,4236,12066,13351,316,278,12023,12534,279399,280131,32382,32100,8853,9041,14797,16182,668,665,275951,280185,226918,229793,24471,23958,2494,2609,11672,12920,239,201,10157,10704,236353,239695,29842,29590,6043,6480,14067,15425,506,513,47138,44333,41369,38779,1635,1589,1797,1627,394,431,77,77,1866,1830,43046,40436,2540,2510,2810,2561,730,757,162,152
378,"Wildwood-The Villages, FL","151,565",129752,,,,0.06,0,"8,250",8.76,0,,0,,,,,,,,,,,,,,,,,,0,,,129745,65044,64701,56873,59975,6572,3018,324,205,514,788,65,53,696,662,57464,60538,6901,3333,625,514,675,920,123,100,60511,61663,52983,57246,6183,2871,196,155,497,770,49,44,603,577,53499,57735,6462,3134,461,429,640,889,92,87,4533,3038,3890,2729,389,147,128,50,17,18,16,9,93,85,3965,2803,439,199,164,85,35,31,31,13
379,"Williamsport, PA MSA","112,724","114,188",113605,0,,0.02,0,"2,320",13.6,1,,1,114188,113980,113605,-208,-375,282,1117,435,1544,-153,-427,0,35,-49,-3,-49,32,0,-6,20,"114,189","56,329",57860,51878,52916,2573,2878,151,148,379,483,19,25,1329,1410,53145,54260,3546,3934,398,402,547,675,60,56,55082,56700,50934,52055,2426,2719,111,115,367,474,12,21,1232,1316,52113,53312,3330,3704,333,346,525,658,48,49,1247,1160,944,861,147,159,40,33,12,9,7,4,97,94,1032,948,216,230,65,56,22,17,12,7
380,"Wilmington, NC MSA","467,337","422,598",291833,0,441.5,0.03,0,"14,375",14.5,1,1138,1,285905,286623,291833,718,5210,627,2676,895,3297,-268,-621,3,91,985,5782,988,5873,0,-2,-42,"422,601","204,195",218406,171218,181841,24619,27272,1576,1620,2175,2711,271,267,4336,4695,175060,185963,26903,29802,3161,3378,3261,3865,462,482,189106,203970,158781,170087,23513,26169,940,973,1963,2521,169,119,3740,4101,162097,173690,25487,28386,2240,2455,2950,3571,329,304,15089,14436,12437,11754,1106,1103,636,647,212,190,102,148,596,594,12963,12273,1416,1416,921,923,311,294,133,178
381,"Winchester, VA-WV MSA","147,260","142,632",145155,0,,0.07,0,"10,483",9.11,0,226,0,142632,142841,145155,209,2314,355,1458,388,1605,-33,-147,-1,92,247,2384,246,2476,0,-4,-15,142636,71527,71109,63863,63913,4258,3636,419,380,1153,1387,65,55,1769,1738,65506,65538,5390,4755,812,781,1537,1742,128,125,63297,63587,56626,57327,3863,3312,171,138,1048,1319,33,39,1556,1452,58081,58693,4860,4248,482,431,1405,1641,84,97,8230,7522,7237,6586,395,324,248,242,105,68,32,16,213,286,7425,6845,530,507,330,350,132,101,44,28
382,"Winston-Salem, NC MSA","695,630","675,966",681438,1,289.9,0.07,0,"48,080",15.3,1,,0,675966,676369,681438,403,5069,1716,6971,2076,8115,-360,-1144,7,232,776,5947,783,6179,0,-20,34,"675,986","326,720",349266,250452,261725,59321,69299,3056,2960,6438,7514,467,410,6986,7358,256688,268239,63739,74015,5221,5329,7895,9032,703,675,287543,310833,219475,231457,55159,65010,1046,1136,5984,7063,184,173,5695,5994,224563,236782,58776,68845,2681,2963,7246,8369,359,372,39177,38433,30977,30268,4162,4289,2010,1824,454,451,283,237,1291,1364,32125,31457,4963,5170,2540,2366,649,663,344,303
383,"Worcester, MA MSA","866,866","862,111",978447,1,,0.14,1,"121,334",9.9,0,2702,1,978529,977701,978447,-828,746,2314,9057,2416,9841,-102,-784,102,1127,-829,191,-727,1318,0,1,212,862116,427655,434461,364184,371540,27998,26770,1847,1875,23037,23770,315,379,10274,10127,373882,381065,33867,32557,4277,4233,26028,26761,658,736,371836,378450,318710,325741,21735,20490,778,711,22672,23427,117,149,7824,7932,326089,333198,25797,24630,2497,2478,25406,26176,381,423,55819,56011,45474,45799,6263,6280,1069,1164,365,343,198,230,2450,2195,47793,47867,8070,7927,1780,1755,622,585,277,313
384,"Yakima, WA MSA","256,643","256,728",256035,0,350.6,0.19,1,"48,019",16.5,1,703,0,256728,256533,256035,-195,-498,894,3441,738,2647,156,794,33,264,-394,-1591,-361,-1327,1,10,35,"256,738","128,678",128060,111601,111164,2194,1857,8801,8718,1901,2166,395,390,3786,3765,115044,114628,3208,2822,10918,10853,3053,3281,682,701,62469,64208,52991,54654,1227,961,4537,4597,1357,1627,114,97,2243,2272,55068,56772,1854,1565,5599,5731,2118,2354,277,269,66209,63852,58610,56510,967,896,4264,4121,544,539,281,293,1543,1493,59976,57856,1354,1257,5319,5122,935,927,405,432
385,"York-Hanover, PA","464,640","456,438",458696,0,,0.04,0,"19,863",8.74,0,,0,456438,456389,458696,-49,2307,1127,4587,1329,5097,-202,-510,2,220,168,2555,170,2775,0,-17,42,"456,441","226,550",229891,200128,203266,16737,16308,935,852,3236,3903,174,184,5340,5378,205150,208305,20382,20037,2047,1974,4317,4949,325,351,206525,210605,185298,189065,13427,13028,384,334,3056,3713,70,100,4290,4365,189360,193188,16290,15982,1212,1192,4003,4649,181,216,20025,19286,14830,14201,3310,3280,551,518,180,190,104,84,1050,1013,15790,15117,4092,4055,835,782,314,300,144,135
386,"Youngstown-Warren-Boardman, OH-PA","425,969","430,591",538069,1,,0.02,0,"9,858",16.8,1,,0,541243,539686,538069,-1557,-1617,1269,5288,2270,8367,-1001,-3079,0,82,-514,1313,-514,1395,0,-42,67,"430,676","211,509",219167,178300,183570,25863,28117,545,559,1487,1729,111,90,5203,5102,183199,188349,29468,31690,1920,1957,2310,2513,266,226,201654,210730,170892,177293,24455,26790,350,394,1414,1650,57,46,4486,4557,175139,181571,27547,29979,1432,1575,2134,2356,173,157,9855,8437,7408,6277,1408,1327,195,165,73,79,54,44,717,545,8060,6778,1921,1711,488,382,176,157,93,69
387,"Yuba City, CA MSA","183,670","181,208",182484,0,,1.00,1,"181,000",14,1,644,0,181208,181412,182484,204,1072,576,2369,396,1638,180,731,-1,10,18,320,17,330,0,7,11,"181,214","91,630",89584,68191,66965,3550,2961,2367,2377,11823,11935,470,414,5229,4932,72916,71370,5094,4444,4493,4445,13929,13832,954,890,63286,62815,44034,44148,2878,2341,1008,1135,11202,11318,350,312,3814,3561,47489,47349,4086,3487,2271,2370,12955,12891,708,659,28344,26769,24157,22817,672,620,1359,1242,621,617,120,102,1415,1371,25427,24021,1008,957,2222,2075,974,941,246,231
